Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,STATE
2986,6/13/2020,8:00 AM,Telengana,-,-,2278,174,4484,TELENGANA
2987,6/13/2020,8:00 AM,Tripura,-,-,278,1,961,TRIPURA
2988,6/13/2020,8:00 AM,Uttarakhand,-,-,947,21,1724,UTTARAKHAND
2989,6/13/2020,8:00 AM,Uttar Pradesh,-,-,7609,365,12616,UTTAR PRADESH
2990,6/13/2020,8:00 AM,West Bengal,-,-,4206,451,10244,WEST BENGAL
2991,6/13/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,7984,CASES BEING REASSIGNED TO STATES
2992,6/14/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,38,ANDAMAN AND NICOBAR ISLANDS
2993,6/14/2020,8:00 AM,Andhra Pradesh,-,-,3195,82,5965,ANDHRA PRADESH
2994,6/14/2020,8:00 AM,Arunachal Pradesh,-,-,4,0,87,ARUNACHAL PRADESH
2995,6/14/2020,8:00 AM,Assam,-,-,1584,8,3718,ASSAM
2996,6/14/2020,8:00 AM,Bihar,-,-,3956,39,6290,BIHAR
2997,6/14/2020,8:00 AM,Chandigarh,-,-,286,5,345,CHANDIGARH
2998,6/14/2020,8:00 AM,Chhattisgarh,-,-,631,6,1512,CHHATTISGARH
2999,6/14/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,35,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
3000,6/14/2020,8:00 AM,Delhi,-,-,14945,1271,38958,DELHI
3001,6/14/2020,8:00 AM,Goa,-,-,70,0,523,GOA
3002,6/14/2020,8:00 AM,Gujarat,-,-,15883,1448,23038,GUJARAT
3003,6/14/2020,8:00 AM,Haryana,-,-,2803,78,6749,HARYANA
3004,6/14/2020,8:00 AM,Himachal Pradesh,-,-,313,6,502,HIMACHAL PRADESH
3005,6/14/2020,8:00 AM,Jammu and Kashmir,-,-,2269,55,4878,JAMMU AND KASHMIR
3006,6/14/2020,8:00 AM,Jharkhand,-,-,816,8,1711,JHARKHAND
3007,6/14/2020,8:00 AM,Karnataka,-,-,3648,81,6824,KARNATAKA
3008,6/14/2020,8:00 AM,Kerala,-,-,1046,19,2407,KERALA
3009,6/14/2020,8:00 AM,Ladakh,-,-,68,1,437,LADAKH
3010,6/14/2020,8:00 AM,Madhya Pradesh,-,-,7377,447,10641,MADHYA PRADESH
3011,6/14/2020,8:00 AM,Maharashtra,-,-,49346,3830,104568,MAHARASHTRA
3012,6/14/2020,8:00 AM,Manipur,-,-,91,0,449,MANIPUR
3013,6/14/2020,8:00 AM,Meghalaya,-,-,22,1,44,MEGHALAYA
3014,6/14/2020,8:00 AM,Mizoram,-,-,1,0,107,MIZORAM
3015,6/14/2020,8:00 AM,Nagaland,-,-,76,0,163,NAGALAND
3016,6/14/2020,8:00 AM,Odisha,-,-,2594,10,3723,ODISHA
3017,6/14/2020,8:00 AM,Puducherry,-,-,82,2,176,PUDUCHERRY
3018,6/14/2020,8:00 AM,Punjab,-,-,2327,65,3063,PUNJAB
3019,6/14/2020,8:00 AM,Rajasthan,-,-,9337,282,12401,RAJASTHAN
3020,6/14/2020,8:00 AM,Sikkim,-,-,4,0,63,SIKKIM
3021,6/14/2020,8:00 AM,Tamil Nadu,-,-,23409,397,42687,TAMIL NADU
3022,6/14/2020,8:00 AM,Telengana,-,-,2352,182,4737,TELENGANA
3023,6/14/2020,8:00 AM,Tripura,-,-,315,1,1046,TRIPURA
3024,6/14/2020,8:00 AM,Uttarakhand,-,-,1077,23,1785,UTTARAKHAND
3025,6/14/2020,8:00 AM,Uttar Pradesh,-,-,7875,385,13118,UTTAR PRADESH
3026,6/14/2020,8:00 AM,West Bengal,-,-,4542,463,10698,WEST BENGAL
3027,6/14/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,7436,CASES BEING REASSIGNED TO STATES
3028,6/15/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,38,ANDAMAN AND NICOBAR ISLANDS
3029,6/15/2020,8:00 AM,Andhra Pradesh,-,-,3314,84,6163,ANDHRA PRADESH
3030,6/15/2020,8:00 AM,Arunachal Pradesh,-,-,7,0,91,ARUNACHAL PRADESH
3031,6/15/2020,8:00 AM,Assam,-,-,1960,8,4049,ASSAM
3032,6/15/2020,8:00 AM,Bihar,-,-,4170,39,6470,BIHAR
3033,6/15/2020,8:00 AM,Chandigarh,-,-,293,5,352,CHANDIGARH
3034,6/15/2020,8:00 AM,Chhattisgarh,-,-,763,8,1662,CHHATTISGARH
3035,6/15/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,36,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
3036,6/15/2020,8:00 AM,Delhi,-,-,15823,1327,41182,DELHI
3037,6/15/2020,8:00 AM,Goa,-,-,74,0,564,GOA
3038,6/15/2020,8:00 AM,Gujarat,-,-,16325,1477,23544,GUJARAT
3039,6/15/2020,8:00 AM,Haryana,-,-,3003,88,7208,HARYANA
3040,6/15/2020,8:00 AM,Himachal Pradesh,-,-,337,7,518,HIMACHAL PRADESH
3041,6/15/2020,8:00 AM,Jammu and Kashmir,-,-,2389,59,5041,JAMMU AND KASHMIR
3042,6/15/2020,8:00 AM,Jharkhand,-,-,905,8,1745,JHARKHAND
3043,6/15/2020,8:00 AM,Karnataka,-,-,3955,86,7000,KARNATAKA
3044,6/15/2020,8:00 AM,Kerala,-,-,1102,19,2461,KERALA
3045,6/15/2020,8:00 AM,Ladakh,-,-,80,1,549,LADAKH
3046,6/15/2020,8:00 AM,Madhya Pradesh,-,-,7677,459,10802,MADHYA PRADESH
3047,6/15/2020,8:00 AM,Maharashtra,-,-,50978,3950,107958,MAHARASHTRA
3048,6/15/2020,8:00 AM,Manipur,-,-,91,0,458,MANIPUR
3049,6/15/2020,8:00 AM,Meghalaya,-,-,25,1,44,MEGHALAYA
3050,6/15/2020,8:00 AM,Mizoram,-,-,1,0,112,MIZORAM
3051,6/15/2020,8:00 AM,Nagaland,-,-,88,0,168,NAGALAND
3052,6/15/2020,8:00 AM,Odisha,-,-,2708,11,3909,ODISHA
3053,6/15/2020,8:00 AM,Puducherry,-,-,91,5,194,PUDUCHERRY
3054,6/15/2020,8:00 AM,Punjab,-,-,2356,67,3140,PUNJAB
3055,6/15/2020,8:00 AM,Rajasthan,-,-,9566,292,12694,RAJASTHAN
3056,6/15/2020,8:00 AM,Sikkim,-,-,4,0,68,SIKKIM
3057,6/15/2020,8:00 AM,Tamil Nadu,-,-,24547,435,44661,TAMIL NADU
3058,6/15/2020,8:00 AM,Telengana,-,-,2377,185,4974,TELENGANA
3059,6/15/2020,8:00 AM,Tripura,-,-,315,1,1076,TRIPURA
3060,6/15/2020,8:00 AM,Uttarakhand,-,-,1111,24,1819,UTTARAKHAND
3061,6/15/2020,8:00 AM,Uttar Pradesh,-,-,8268,399,13615,UTTAR PRADESH
3062,6/15/2020,8:00 AM,West Bengal,-,-,5060,475,11087,WEST BENGAL
3063,6/15/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,6972,CASES BEING REASSIGNED TO STATES
3064,6/16/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,41,ANDAMAN AND NICOBAR ISLANDS
3065,6/16/2020,8:00 AM,Andhra Pradesh,-,-,3316,88,6456,ANDHRA PRADESH
3066,6/16/2020,8:00 AM,Arunachal Pradesh,-,-,7,0,91,ARUNACHAL PRADESH
3067,6/16/2020,8:00 AM,Assam,-,-,2166,8,4158,ASSAM
3068,6/16/2020,8:00 AM,Bihar,-,-,4409,40,6650,BIHAR
3069,6/16/2020,8:00 AM,Chandigarh,-,-,296,6,354,CHANDIGARH
3070,6/16/2020,8:00 AM,Chhattisgarh,-,-,890,8,1756,CHHATTISGARH
3071,6/16/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,5,0,36,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
3072,6/16/2020,8:00 AM,Delhi,-,-,16427,1400,42829,DELHI
3073,6/16/2020,8:00 AM,Goa,-,-,85,0,592,GOA
3074,6/16/2020,8:00 AM,Gujarat,-,-,16664,1505,24055,GUJARAT
3075,6/16/2020,8:00 AM,Haryana,-,-,3565,100,7722,HARYANA
3076,6/16/2020,8:00 AM,Himachal Pradesh,-,-,353,8,556,HIMACHAL PRADESH
3077,6/16/2020,8:00 AM,Jammu and Kashmir,-,-,2604,62,5220,JAMMU AND KASHMIR
3078,6/16/2020,8:00 AM,Jharkhand,-,-,905,8,1763,JHARKHAND
3079,6/16/2020,8:00 AM,Karnataka,-,-,4135,89,7213,KARNATAKA
3080,6/16/2020,8:00 AM,Kerala,-,-,1175,20,2543,KERALA
3081,6/16/2020,8:00 AM,Ladakh,-,-,82,1,555,LADAKH
3082,6/16/2020,8:00 AM,Madhya Pradesh,-,-,7903,465,10935,MADHYA PRADESH
3083,6/16/2020,8:00 AM,Maharashtra,-,-,56049,4128,110744,MAHARASHTRA
3084,6/16/2020,8:00 AM,Manipur,-,-,151,0,490,MANIPUR
3085,6/16/2020,8:00 AM,Meghalaya,-,-,25,1,44,MEGHALAYA
3086,6/16/2020,8:00 AM,Mizoram,-,-,1,0,117,MIZORAM
3087,6/16/2020,8:00 AM,Nagaland,-,-,92,0,177,NAGALAND
3088,6/16/2020,8:00 AM,Odisha,-,-,2854,11,4055,ODISHA
3089,6/16/2020,8:00 AM,Puducherry,-,-,95,5,202,PUDUCHERRY
3090,6/16/2020,8:00 AM,Punjab,-,-,2443,71,3267,PUNJAB
3091,6/16/2020,8:00 AM,Rajasthan,-,-,9785,301,12981,RAJASTHAN
3092,6/16/2020,8:00 AM,Sikkim,-,-,4,0,68,SIKKIM
3093,6/16/2020,8:00 AM,Tamil Nadu,-,-,25344,479,46504,TAMIL NADU
3094,6/16/2020,8:00 AM,Telengana,-,-,2766,187,5193,TELENGANA
3095,6/16/2020,8:00 AM,Tripura,-,-,433,1,1086,TRIPURA
3096,6/16/2020,8:00 AM,Uttarakhand,-,-,1189,24,1845,UTTARAKHAND
3097,6/16/2020,8:00 AM,Uttar Pradesh,-,-,8268,399,13615,UTTAR PRADESH
3098,6/16/2020,8:00 AM,West Bengal,-,-,5494,485,11494,WEST BENGAL
3099,6/16/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,7684,CASES BEING REASSIGNED TO STATES
3100,6/17/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,44,ANDAMAN AND NICOBAR ISLANDS
3101,6/17/2020,8:00 AM,Andhra Pradesh,-,-,3509,88,6841,ANDHRA PRADESH
3102,6/17/2020,8:00 AM,Arunachal Pradesh,-,-,7,0,95,ARUNACHAL PRADESH
3103,6/17/2020,8:00 AM,Assam,-,-,2166,8,4319,ASSAM
3104,6/17/2020,8:00 AM,Bihar,-,-,4644,41,6778,BIHAR
3105,6/17/2020,8:00 AM,Chandigarh,-,-,302,6,358,CHANDIGARH
3106,6/17/2020,8:00 AM,Chhattisgarh,-,-,1036,9,1781,CHHATTISGARH
3107,6/17/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,9,0,45,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
3108,6/17/2020,8:00 AM,Delhi,-,-,16500,1837,44688,DELHI
3109,6/17/2020,8:00 AM,Goa,-,-,85,0,629,GOA
3110,6/17/2020,8:00 AM,Gujarat,-,-,17082,1533,24577,GUJARAT
3111,6/17/2020,8:00 AM,Haryana,-,-,3748,118,8272,HARYANA
3112,6/17/2020,8:00 AM,Himachal Pradesh,-,-,372,8,560,HIMACHAL PRADESH
3113,6/17/2020,8:00 AM,Jammu and Kashmir,-,-,2781,63,5298,JAMMU AND KASHMIR
3114,6/17/2020,8:00 AM,Jharkhand,-,-,1121,9,1839,JHARKHAND
3115,6/17/2020,8:00 AM,Karnataka,-,-,4456,94,7530,KARNATAKA
3116,6/17/2020,8:00 AM,Kerala,-,-,1236,20,2622,KERALA
3117,6/17/2020,8:00 AM,Ladakh,-,-,85,1,649,LADAKH
3118,6/17/2020,8:00 AM,Madhya Pradesh,-,-,8152,476,11083,MADHYA PRADESH
3119,6/17/2020,8:00 AM,Maharashtra,-,-,57851,5537,113445,MAHARASHTRA
3120,6/17/2020,8:00 AM,Manipur,-,-,159,0,500,MANIPUR
3121,6/17/2020,8:00 AM,Meghalaya,-,-,25,1,44,MEGHALAYA
3122,6/17/2020,8:00 AM,Mizoram,-,-,1,0,121,MIZORAM
3123,6/17/2020,8:00 AM,Nagaland,-,-,92,0,179,NAGALAND
3124,6/17/2020,8:00 AM,Odisha,-,-,2974,11,4163,ODISHA
3125,6/17/2020,8:00 AM,Puducherry,-,-,99,6,216,PUDUCHERRY
3126,6/17/2020,8:00 AM,Punjab,-,-,2461,72,3371,PUNJAB
3127,6/17/2020,8:00 AM,Rajasthan,-,-,9849,308,13216,RAJASTHAN
3128,6/17/2020,8:00 AM,Sikkim,-,-,4,0,70,SIKKIM
3129,6/17/2020,8:00 AM,Tamil Nadu,-,-,26782,528,48019,TAMIL NADU
3130,6/17/2020,8:00 AM,Telengana,-,-,3027,191,5406,TELENGANA
3131,6/17/2020,8:00 AM,Tripura,-,-,433,1,1092,TRIPURA
3132,6/17/2020,8:00 AM,Uttarakhand,-,-,1216,25,1942,UTTARAKHAND
3133,6/17/2020,8:00 AM,Uttar Pradesh,-,-,8610,417,14091,UTTAR PRADESH
3134,6/17/2020,8:00 AM,West Bengal,-,-,6028,495,11909,WEST BENGAL
3135,6/17/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,8273,CASES BEING REASSIGNED TO STATES
3136,6/18/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,44,ANDAMAN AND NICOBAR ISLANDS
3137,6/18/2020,8:00 AM,Andhra Pradesh,-,-,3641,90,7071,ANDHRA PRADESH
3138,6/18/2020,8:00 AM,Arunachal Pradesh,-,-,7,0,99,ARUNACHAL PRADESH
3139,6/18/2020,8:00 AM,Assam,-,-,2642,8,4605,ASSAM
3140,6/18/2020,8:00 AM,Bihar,-,-,4926,44,6942,BIHAR
3141,6/18/2020,8:00 AM,Chandigarh,-,-,303,6,368,CHANDIGARH
3142,6/18/2020,8:00 AM,Chhattisgarh,-,-,1180,10,1864,CHHATTISGARH
3143,6/18/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,12,0,57,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
3144,6/18/2020,8:00 AM,Delhi,-,-,17457,1904,47102,DELHI
3145,6/18/2020,8:00 AM,Goa,-,-,96,0,656,GOA
3146,6/18/2020,8:00 AM,Gujarat,-,-,17430,1560,25093,GUJARAT
3147,6/18/2020,8:00 AM,Haryana,-,-,3952,130,8832,HARYANA
3148,6/18/2020,8:00 AM,Himachal Pradesh,-,-,372,8,569,HIMACHAL PRADESH
3149,6/18/2020,8:00 AM,Jammu and Kashmir,-,-,2914,65,5406,JAMMU AND KASHMIR
3150,6/18/2020,8:00 AM,Jharkhand,-,-,1151,10,1895,JHARKHAND
3151,6/18/2020,8:00 AM,Karnataka,-,-,4804,102,7734,KARNATAKA
3152,6/18/2020,8:00 AM,Kerala,-,-,1326,20,2697,KERALA
3153,6/18/2020,8:00 AM,Ladakh,-,-,92,1,687,LADAKH
3154,6/18/2020,8:00 AM,Madhya Pradesh,-,-,8388,482,11244,MADHYA PRADESH
3155,6/18/2020,8:00 AM,Maharashtra,-,-,59166,5651,116752,MAHARASHTRA
3156,6/18/2020,8:00 AM,Manipur,-,-,192,0,552,MANIPUR
3157,6/18/2020,8:00 AM,Meghalaya,-,-,30,1,44,MEGHALAYA
3158,6/18/2020,8:00 AM,Mizoram,-,-,1,0,121,MIZORAM
3159,6/18/2020,8:00 AM,Nagaland,-,-,103,0,193,NAGALAND
3160,6/18/2020,8:00 AM,Odisha,-,-,3047,11,4338,ODISHA
3161,6/18/2020,8:00 AM,Puducherry,-,-,109,7,245,PUDUCHERRY
3162,6/18/2020,8:00 AM,Punjab,-,-,2538,78,3497,PUNJAB
3163,6/18/2020,8:00 AM,Rajasthan,-,-,10467,313,13542,RAJASTHAN
3164,6/18/2020,8:00 AM,Sikkim,-,-,4,0,70,SIKKIM
3165,6/18/2020,8:00 AM,Tamil Nadu,-,-,27624,576,50193,TAMIL NADU
3166,6/18/2020,8:00 AM,Telengana,-,-,3071,192,5675,TELENGANA
3167,6/18/2020,8:00 AM,Tripura,-,-,556,1,1135,TRIPURA
3168,6/18/2020,8:00 AM,Uttarakhand,-,-,1254,26,2023,UTTARAKHAND
3169,6/18/2020,8:00 AM,Uttar Pradesh,-,-,8904,435,14598,UTTAR PRADESH
3170,6/18/2020,8:00 AM,West Bengal,-,-,6533,506,12300,WEST BENGAL
3171,6/18/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,8703,CASES BEING REASSIGNED TO STATES
3172,6/19/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,44,ANDAMAN AND NICOBAR ISLANDS
3173,6/19/2020,8:00 AM,Andhra Pradesh,-,-,3789,92,7518,ANDHRA PRADESH
3174,6/19/2020,8:00 AM,Arunachal Pradesh,-,-,10,0,103,ARUNACHAL PRADESH
3175,6/19/2020,8:00 AM,Assam,-,-,2654,9,4777,ASSAM
3176,6/19/2020,8:00 AM,Bihar,-,-,5056,44,7025,BIHAR
3177,6/19/2020,8:00 AM,Chandigarh,-,-,306,6,374,CHANDIGARH
3178,6/19/2020,8:00 AM,Chhattisgarh,-,-,1228,10,1946,CHHATTISGARH
3179,6/19/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,13,0,58,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
3180,6/19/2020,8:00 AM,Delhi,-,-,21341,1969,49979,DELHI
3181,6/19/2020,8:00 AM,Goa,-,-,109,0,705,GOA
3182,6/19/2020,8:00 AM,Gujarat,-,-,17819,1591,25601,GUJARAT
3183,6/19/2020,8:00 AM,Haryana,-,-,4556,134,9218,HARYANA
3184,6/19/2020,8:00 AM,Himachal Pradesh,-,-,382,8,595,HIMACHAL PRADESH
3185,6/19/2020,8:00 AM,Jammu and Kashmir,-,-,3144,71,5555,JAMMU AND KASHMIR
3186,6/19/2020,8:00 AM,Jharkhand,-,-,1198,11,1920,JHARKHAND
3187,6/19/2020,8:00 AM,Karnataka,-,-,4983,114,7944,KARNATAKA
3188,6/19/2020,8:00 AM,Kerala,-,-,1415,21,2794,KERALA
3189,6/19/2020,8:00 AM,Ladakh,-,-,95,1,687,LADAKH
3190,6/19/2020,8:00 AM,Madhya Pradesh,-,-,8632,486,11426,MADHYA PRADESH
3191,6/19/2020,8:00 AM,Maharashtra,-,-,60838,5751,120504,MAHARASHTRA
3192,6/19/2020,8:00 AM,Manipur,-,-,199,0,606,MANIPUR
3193,6/19/2020,8:00 AM,Meghalaya,-,-,30,1,44,MEGHALAYA
3194,6/19/2020,8:00 AM,Mizoram,-,-,1,0,130,MIZORAM
3195,6/19/2020,8:00 AM,Nagaland,-,-,103,0,193,NAGALAND
3196,6/19/2020,8:00 AM,Odisha,-,-,3144,11,4512,ODISHA
3197,6/19/2020,8:00 AM,Puducherry,-,-,109,7,271,PUDUCHERRY
3198,6/19/2020,8:00 AM,Punjab,-,-,2570,83,3615,PUNJAB
3199,6/19/2020,8:00 AM,Rajasthan,-,-,10742,323,13857,RAJASTHAN
3200,6/19/2020,8:00 AM,Sikkim,-,-,5,0,70,SIKKIM
3201,6/19/2020,8:00 AM,Tamil Nadu,-,-,28641,625,52334,TAMIL NADU
3202,6/19/2020,8:00 AM,Telengana,-,-,3301,195,6027,TELENGANA
3203,6/19/2020,8:00 AM,Tripura,-,-,639,1,1155,TRIPURA
3204,6/19/2020,8:00 AM,Uttarakhand,-,-,1386,26,2102,UTTARAKHAND
3205,6/19/2020,8:00 AM,Uttar Pradesh,-,-,9239,465,15181,UTTAR PRADESH
3206,6/19/2020,8:00 AM,West Bengal,-,-,7001,518,12735,WEST BENGAL
3207,6/19/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,8927,CASES BEING REASSIGNED TO STATES
3208,6/20/2020,8:00 AM,Andaman and Nicobar Islands,-,-,35,0,45,ANDAMAN AND NICOBAR ISLANDS
3209,6/20/2020,8:00 AM,Andhra Pradesh,-,-,3917,96,7961,ANDHRA PRADESH
3210,6/20/2020,8:00 AM,Arunachal Pradesh,-,-,11,0,103,ARUNACHAL PRADESH
3211,6/20/2020,8:00 AM,Assam,-,-,3039,9,4904,ASSAM
3212,6/20/2020,8:00 AM,Bihar,-,-,5098,50,7181,BIHAR
3213,6/20/2020,8:00 AM,Chandigarh,-,-,315,6,381,CHANDIGARH
3214,6/20/2020,8:00 AM,Chhattisgarh,-,-,1331,10,2028,CHHATTISGARH
3215,6/20/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,14,0,62,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
3216,6/20/2020,8:00 AM,Delhi,-,-,23569,2035,53116,DELHI
3217,6/20/2020,8:00 AM,Goa,-,-,118,0,725,GOA
3218,6/20/2020,8:00 AM,Gujarat,-,-,18159,1618,26141,GUJARAT
3219,6/20/2020,8:00 AM,Haryana,-,-,4889,144,9743,HARYANA
3220,6/20/2020,8:00 AM,Himachal Pradesh,-,-,388,8,619,HIMACHAL PRADESH
3221,6/20/2020,8:00 AM,Jammu and Kashmir,-,-,3194,75,5680,JAMMU AND KASHMIR
3222,6/20/2020,8:00 AM,Jharkhand,-,-,1332,11,1965,JHARKHAND
3223,6/20/2020,8:00 AM,Karnataka,-,-,5210,124,8281,KARNATAKA
3224,6/20/2020,8:00 AM,Kerala,-,-,1511,21,2912,KERALA
3225,6/20/2020,8:00 AM,Ladakh,-,-,95,1,744,LADAKH
3226,6/20/2020,8:00 AM,Madhya Pradesh,-,-,8748,495,11582,MADHYA PRADESH
3227,6/20/2020,8:00 AM,Maharashtra,-,-,62773,5893,124331,MAHARASHTRA
3228,6/20/2020,8:00 AM,Manipur,-,-,218,0,681,MANIPUR
3229,6/20/2020,8:00 AM,Meghalaya,-,-,33,1,44,MEGHALAYA
3230,6/20/2020,8:00 AM,Mizoram,-,-,1,0,130,MIZORAM
3231,6/20/2020,8:00 AM,Nagaland,-,-,125,0,198,NAGALAND
3232,6/20/2020,8:00 AM,Odisha,-,-,3297,11,4677,ODISHA
3233,6/20/2020,8:00 AM,Puducherry,-,-,118,7,286,PUDUCHERRY
3234,6/20/2020,8:00 AM,Punjab,-,-,2636,92,3832,PUNJAB
3235,6/20/2020,8:00 AM,Rajasthan,-,-,10997,333,14156,RAJASTHAN
3236,6/20/2020,8:00 AM,Sikkim,-,-,5,0,70,SIKKIM
3237,6/20/2020,8:00 AM,Tamil Nadu,-,-,30271,666,54449,TAMIL NADU
3238,6/20/2020,8:00 AM,Telengana,-,-,3353,198,6526,TELENGANA
3239,6/20/2020,8:00 AM,Tripura,-,-,657,1,1178,TRIPURA
3240,6/20/2020,8:00 AM,Uttarakhand,-,-,1433,26,2177,UTTARAKHAND
3241,6/20/2020,8:00 AM,Uttar Pradesh,-,-,9638,488,15785,UTTAR PRADESH
3242,6/20/2020,8:00 AM,West Bengal,-,-,7303,529,13090,WEST BENGAL
3243,6/20/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,9265,CASES BEING REASSIGNED TO STATES
3244,6/21/2020,8:00 AM,Andaman and Nicobar Islands,-,-,36,0,47,ANDAMAN AND NICOBAR ISLANDS
3245,6/21/2020,8:00 AM,Andhra Pradesh,-,-,4111,101,8452,ANDHRA PRADESH
3246,6/21/2020,8:00 AM,Arunachal Pradesh,-,-,14,0,135,ARUNACHAL PRADESH
3247,6/21/2020,8:00 AM,Assam,-,-,3039,9,4904,ASSAM
3248,6/21/2020,8:00 AM,Bihar,-,-,5529,52,7533,BIHAR
3249,6/21/2020,8:00 AM,Chandigarh,-,-,316,6,404,CHANDIGARH
3250,6/21/2020,8:00 AM,Chhattisgarh,-,-,1394,11,2041,CHHATTISGARH
3251,6/21/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,26,0,68,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
3252,6/21/2020,8:00 AM,Delhi,-,-,31294,2112,56746,DELHI
3253,6/21/2020,8:00 AM,Goa,-,-,129,0,754,GOA
3254,6/21/2020,8:00 AM,Gujarat,-,-,18694,1638,26680,GUJARAT
3255,6/21/2020,8:00 AM,Haryana,-,-,5128,149,10223,HARYANA
3256,6/21/2020,8:00 AM,Himachal Pradesh,-,-,413,8,656,HIMACHAL PRADESH
3257,6/21/2020,8:00 AM,Jammu and Kashmir,-,-,3336,81,5834,JAMMU AND KASHMIR
3258,6/21/2020,8:00 AM,Jharkhand,-,-,1335,11,1965,JHARKHAND
3259,6/21/2020,8:00 AM,Karnataka,-,-,5391,132,8697,KARNATAKA
3260,6/21/2020,8:00 AM,Kerala,-,-,1568,21,3039,KERALA
3261,6/21/2020,8:00 AM,Ladakh,-,-,117,1,836,LADAKH
3262,6/21/2020,8:00 AM,Madhya Pradesh,-,-,8880,501,11724,MADHYA PRADESH
3263,6/21/2020,8:00 AM,Maharashtra,-,-,64153,5984,128205,MAHARASHTRA
3264,6/21/2020,8:00 AM,Manipur,-,-,232,0,777,MANIPUR
3265,6/21/2020,8:00 AM,Meghalaya,-,-,33,1,44,MEGHALAYA
3266,6/21/2020,8:00 AM,Mizoram,-,-,9,0,140,MIZORAM
3267,6/21/2020,8:00 AM,Nagaland,-,-,138,0,201,NAGALAND
3268,6/21/2020,8:00 AM,Odisha,-,-,3534,12,4856,ODISHA
3269,6/21/2020,8:00 AM,Puducherry,-,-,118,7,286,PUDUCHERRY
3270,6/21/2020,8:00 AM,Punjab,-,-,2678,98,3952,PUNJAB
3271,6/21/2020,8:00 AM,Rajasthan,-,-,11274,337,14536,RAJASTHAN
3272,6/21/2020,8:00 AM,Sikkim,-,-,25,0,70,SIKKIM
3273,6/21/2020,8:00 AM,Tamil Nadu,-,-,31316,704,56845,TAMIL NADU
3274,6/21/2020,8:00 AM,Telengana,-,-,3506,203,7072,TELENGANA
3275,6/21/2020,8:00 AM,Tripura,-,-,680,1,1186,TRIPURA
3276,6/21/2020,8:00 AM,Uttarakhand,-,-,1450,27,2301,UTTARAKHAND
3277,6/21/2020,8:00 AM,Uttar Pradesh,-,-,9995,507,16594,UTTAR PRADESH
3278,6/21/2020,8:00 AM,West Bengal,-,-,7865,540,13531,WEST BENGAL
3279,6/21/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,9127,CASES BEING REASSIGNED TO STATES
3280,6/22/2020,8:00 AM,Andaman and Nicobar Islands,-,-,37,0,48,ANDAMAN AND NICOBAR ISLANDS
3281,6/22/2020,8:00 AM,Andhra Pradesh,-,-,4331,106,8999,ANDHRA PRADESH
3282,6/22/2020,8:00 AM,Arunachal Pradesh,-,-,15,0,135,ARUNACHAL PRADESH
3283,6/22/2020,8:00 AM,Assam,-,-,3360,9,5388,ASSAM
3284,6/22/2020,8:00 AM,Bihar,-,-,5580,53,7612,BIHAR
3285,6/22/2020,8:00 AM,Chandigarh,-,-,316,6,406,CHANDIGARH
3286,6/22/2020,8:00 AM,Chhattisgarh,-,-,1447,11,2275,CHHATTISGARH
3287,6/22/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,26,0,88,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
3288,6/22/2020,8:00 AM,Delhi,-,-,33013,2175,59746,DELHI
3289,6/22/2020,8:00 AM,Goa,-,-,129,0,754,GOA
3290,6/22/2020,8:00 AM,Gujarat,-,-,19349,1663,27260,GUJARAT
3291,6/22/2020,8:00 AM,Haryana,-,-,5557,160,10635,HARYANA
