Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,STATE
10648,1/16/2021,8:00 AM,Odisha,-,-,329088,1898,332949,ODISHA
10649,1/16/2021,8:00 AM,Puducherry,-,-,37661,640,38595,PUDUCHERRY
10650,1/16/2021,8:00 AM,Punjab,-,-,161967,5485,170191,PUNJAB
10651,1/16/2021,8:00 AM,Rajasthan,-,-,306330,2744,314682,RAJASTHAN
10652,1/16/2021,8:00 AM,Sikkim,-,-,5731,130,6024,SIKKIM
10653,1/16/2021,8:00 AM,Tamil Nadu,-,-,811023,12251,829573,TAMIL NADU
10654,1/16/2021,8:00 AM,Telengana,-,-,285519,1575,291367,TELENGANA
10655,1/16/2021,8:00 AM,Tripura,-,-,32897,391,33329,TRIPURA
10656,1/16/2021,8:00 AM,Uttarakhand,-,-,90457,1602,94465,UTTARAKHAND
10657,1/16/2021,8:00 AM,Uttar Pradesh,-,-,577475,8558,595614,UTTAR PRADESH
10658,1/16/2021,8:00 AM,West Bengal,-,-,546849,10026,564098,WEST BENGAL
10659,1/17/2021,8:00 AM,Andhra Pradesh,-,-,876698,7139,885824,ANDHRA PRADESH
10660,1/17/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4895,62,4982,ANDAMAN AND NICOBAR ISLANDS
10661,1/17/2021,8:00 AM,Arunachal Pradesh,-,-,16690,56,16808,ARUNACHAL PRADESH
10662,1/17/2021,8:00 AM,Assam,-,-,212809,1070,216809,ASSAM
10663,1/17/2021,8:00 AM,Bihar,-,-,251975,1453,257474,BIHAR
10664,1/17/2021,8:00 AM,Chandigarh,-,-,19935,330,20503,CHANDIGARH
10665,1/17/2021,8:00 AM,Chhattisgarh,-,-,282760,3551,293178,CHHATTISGARH
10666,1/17/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3377,2,3388,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
10667,1/17/2021,8:00 AM,Delhi,-,-,618754,10738,632183,DELHI
10668,1/17/2021,8:00 AM,Goa,-,-,50712,756,52345,GOA
10669,1/17/2021,8:00 AM,Gujarat,-,-,244403,4363,255354,GUJARAT
10670,1/17/2021,8:00 AM,Haryana,-,-,261019,2983,266131,HARYANA
10671,1/17/2021,8:00 AM,Himachal Pradesh,-,-,55154,964,56873,HIMACHAL PRADESH
10672,1/17/2021,8:00 AM,Jammu and Kashmir,-,-,120016,1921,123217,JAMMU AND KASHMIR
10673,1/17/2021,8:00 AM,Jharkhand,-,-,115300,1050,117599,JHARKHAND
10674,1/17/2021,8:00 AM,Karnataka,-,-,910377,12162,931252,KARNATAKA
10675,1/17/2021,8:00 AM,Kerala,-,-,770768,3442,842843,KERALA
10676,1/17/2021,8:00 AM,Lakshadweep,-,-,0,0,0,LAKSHADWEEP
10677,1/17/2021,8:00 AM,Ladakh,-,-,9428,128,9649,LADAKH
10678,1/17/2021,8:00 AM,Madhya Pradesh,-,-,240948,3751,251223,MADHYA PRADESH
10679,1/17/2021,8:00 AM,Maharashtra,-,-,1884127,50388,1987678,MAHARASHTRA
10680,1/17/2021,8:00 AM,Manipur,-,-,28089,366,28835,MANIPUR
10681,1/17/2021,8:00 AM,Meghalaya,-,-,13401,144,13693,MEGHALAYA
10682,1/17/2021,8:00 AM,Mizoram,-,-,4228,9,4322,MIZORAM
10683,1/17/2021,8:00 AM,Nagaland,-,-,11849,88,12054,NAGALAND
10684,1/17/2021,8:00 AM,Odisha,-,-,329318,1899,333127,ODISHA
10685,1/17/2021,8:00 AM,Puducherry,-,-,37683,642,38611,PUDUCHERRY
10686,1/17/2021,8:00 AM,Punjab,-,-,162289,5499,170366,PUNJAB
10687,1/17/2021,8:00 AM,Rajasthan,-,-,306888,2746,314920,RAJASTHAN
10688,1/17/2021,8:00 AM,Sikkim,-,-,5741,130,6029,SIKKIM
10689,1/17/2021,8:00 AM,Tamil Nadu,-,-,811798,12257,830183,TAMIL NADU
10690,1/17/2021,8:00 AM,Telengana,-,-,285898,1577,291666,TELENGANA
10691,1/17/2021,8:00 AM,Tripura,-,-,32902,391,33331,TRIPURA
10692,1/17/2021,8:00 AM,Uttarakhand,-,-,90736,1606,94691,UTTARAKHAND
10693,1/17/2021,8:00 AM,Uttar Pradesh,-,-,578405,8570,596137,UTTAR PRADESH
10694,1/17/2021,8:00 AM,West Bengal,-,-,547515,10041,564707,WEST BENGAL
10695,1/18/2021,8:00 AM,Andhra Pradesh,-,-,876949,7140,885985,ANDHRA PRADESH
10696,1/18/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4896,62,4983,ANDAMAN AND NICOBAR ISLANDS
10697,1/18/2021,8:00 AM,Arunachal Pradesh,-,-,16697,56,16811,ARUNACHAL PRADESH
10698,1/18/2021,8:00 AM,Assam,-,-,212839,1073,216831,ASSAM
10699,1/18/2021,8:00 AM,Bihar,-,-,252331,1457,257610,BIHAR
10700,1/18/2021,8:00 AM,Chandigarh,-,-,19978,330,20537,CHANDIGARH
10701,1/18/2021,8:00 AM,Chhattisgarh,-,-,283111,3558,293501,CHHATTISGARH
10702,1/18/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3377,2,3390,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
10703,1/18/2021,8:00 AM,Delhi,-,-,619139,10746,632429,DELHI
10704,1/18/2021,8:00 AM,Goa,-,-,50771,756,52405,GOA
10705,1/18/2021,8:00 AM,Gujarat,-,-,245107,4365,255872,GUJARAT
10706,1/18/2021,8:00 AM,Haryana,-,-,261230,2985,266309,HARYANA
10707,1/18/2021,8:00 AM,Himachal Pradesh,-,-,55280,966,56943,HIMACHAL PRADESH
10708,1/18/2021,8:00 AM,Jammu and Kashmir,-,-,120198,1921,123343,JAMMU AND KASHMIR
10709,1/18/2021,8:00 AM,Jharkhand,-,-,115411,1050,117686,JHARKHAND
10710,1/18/2021,8:00 AM,Karnataka,-,-,911232,12166,931997,KARNATAKA
10711,1/18/2021,8:00 AM,Kerala,-,-,775176,3463,847848,KERALA
10712,1/18/2021,8:00 AM,Lakshadweep,-,-,0,0,0,LAKSHADWEEP
10713,1/18/2021,8:00 AM,Ladakh,-,-,9437,128,9656,LADAKH
10714,1/18/2021,8:00 AM,Madhya Pradesh,-,-,241426,3753,251578,MADHYA PRADESH
10715,1/18/2021,8:00 AM,Maharashtra,-,-,1886469,50438,1990759,MAHARASHTRA
10716,1/18/2021,8:00 AM,Manipur,-,-,28147,366,28856,MANIPUR
10717,1/18/2021,8:00 AM,Meghalaya,-,-,13412,144,13704,MEGHALAYA
10718,1/18/2021,8:00 AM,Mizoram,-,-,4235,9,4323,MIZORAM
10719,1/18/2021,8:00 AM,Nagaland,-,-,11854,88,12058,NAGALAND
10720,1/18/2021,8:00 AM,Odisha,-,-,329546,1900,333310,ODISHA
10721,1/18/2021,8:00 AM,Puducherry,-,-,37720,642,38646,PUDUCHERRY
10722,1/18/2021,8:00 AM,Punjab,-,-,162484,5504,170605,PUNJAB
10723,1/18/2021,8:00 AM,Rajasthan,-,-,307384,2747,315181,RAJASTHAN
10724,1/18/2021,8:00 AM,Sikkim,-,-,5747,130,6038,SIKKIM
10725,1/18/2021,8:00 AM,Tamil Nadu,-,-,812568,12264,830772,TAMIL NADU
10726,1/18/2021,8:00 AM,Telengana,-,-,286244,1579,291872,TELENGANA
10727,1/18/2021,8:00 AM,Tripura,-,-,32902,391,33332,TRIPURA
10728,1/18/2021,8:00 AM,Uttarakhand,-,-,90838,1611,94803,UTTARAKHAND
10729,1/18/2021,8:00 AM,Uttar Pradesh,-,-,579071,8576,596528,UTTAR PRADESH
10730,1/18/2021,8:00 AM,West Bengal,-,-,548136,10053,565272,WEST BENGAL
10731,1/19/2021,8:00 AM,Andhra Pradesh,-,-,877212,7141,886066,ANDHRA PRADESH
10732,1/19/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4897,62,4988,ANDAMAN AND NICOBAR ISLANDS
10733,1/19/2021,8:00 AM,Arunachal Pradesh,-,-,16699,56,16812,ARUNACHAL PRADESH
10734,1/19/2021,8:00 AM,Assam,-,-,212978,1075,216864,ASSAM
10735,1/19/2021,8:00 AM,Bihar,-,-,253007,1460,257775,BIHAR
10736,1/19/2021,8:00 AM,Chandigarh,-,-,20031,330,20564,CHANDIGARH
10737,1/19/2021,8:00 AM,Chhattisgarh,-,-,284412,3565,293972,CHHATTISGARH
10738,1/19/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3377,2,3390,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
10739,1/19/2021,8:00 AM,Delhi,-,-,619501,10754,632590,DELHI
10740,1/19/2021,8:00 AM,Goa,-,-,50837,756,52458,GOA
10741,1/19/2021,8:00 AM,Gujarat,-,-,245807,4367,256367,GUJARAT
10742,1/19/2021,8:00 AM,Haryana,-,-,261510,2989,266428,HARYANA
10743,1/19/2021,8:00 AM,Himachal Pradesh,-,-,55383,967,56978,HIMACHAL PRADESH
10744,1/19/2021,8:00 AM,Jammu and Kashmir,-,-,120392,1922,123425,JAMMU AND KASHMIR
10745,1/19/2021,8:00 AM,Jharkhand,-,-,115542,1054,117786,JHARKHAND
10746,1/19/2021,8:00 AM,Karnataka,-,-,912205,12175,932432,KARNATAKA
10747,1/19/2021,8:00 AM,Kerala,-,-,779097,3480,851194,KERALA
10748,1/19/2021,8:00 AM,Lakshadweep,-,-,0,0,14,LAKSHADWEEP
10749,1/19/2021,8:00 AM,Ladakh,-,-,9448,128,9657,LADAKH
10750,1/19/2021,8:00 AM,Madhya Pradesh,-,-,241966,3756,251882,MADHYA PRADESH
10751,1/19/2021,8:00 AM,Maharashtra,-,-,1890323,50473,1992683,MAHARASHTRA
10752,1/19/2021,8:00 AM,Manipur,-,-,28205,366,28867,MANIPUR
10753,1/19/2021,8:00 AM,Meghalaya,-,-,13415,144,13707,MEGHALAYA
10754,1/19/2021,8:00 AM,Mizoram,-,-,4241,9,4329,MIZORAM
10755,1/19/2021,8:00 AM,Nagaland,-,-,11858,88,12061,NAGALAND
10756,1/19/2021,8:00 AM,Odisha,-,-,329801,1901,333444,ODISHA
10757,1/19/2021,8:00 AM,Puducherry,-,-,37740,643,38669,PUDUCHERRY
10758,1/19/2021,8:00 AM,Punjab,-,-,162762,5509,170729,PUNJAB
10759,1/19/2021,8:00 AM,Rajasthan,-,-,308010,2750,315394,RAJASTHAN
10760,1/19/2021,8:00 AM,Sikkim,-,-,5756,130,6038,SIKKIM
10761,1/19/2021,8:00 AM,Tamil Nadu,-,-,813326,12272,831323,TAMIL NADU
10762,1/19/2021,8:00 AM,Telengana,-,-,286542,1581,292128,TELENGANA
10763,1/19/2021,8:00 AM,Tripura,-,-,32905,391,33335,TRIPURA
10764,1/19/2021,8:00 AM,Uttarakhand,-,-,91170,1617,94923,UTTARAKHAND
10765,1/19/2021,8:00 AM,Uttar Pradesh,-,-,579693,8580,596904,UTTAR PRADESH
10766,1/19/2021,8:00 AM,West Bengal,-,-,548705,10063,565661,WEST BENGAL
10767,1/20/2021,8:00 AM,Andhra Pradesh,-,-,877443,7142,886245,ANDHRA PRADESH
10768,1/20/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4897,62,4989,ANDAMAN AND NICOBAR ISLANDS
10769,1/20/2021,8:00 AM,Arunachal Pradesh,-,-,16707,56,16815,ARUNACHAL PRADESH
10770,1/20/2021,8:00 AM,Assam,-,-,213084,1075,216887,ASSAM
10771,1/20/2021,8:00 AM,Bihar,-,-,253289,1461,257991,BIHAR
10772,1/20/2021,8:00 AM,Chandigarh,-,-,20080,330,20595,CHANDIGARH
10773,1/20/2021,8:00 AM,Chhattisgarh,-,-,284848,3575,294355,CHHATTISGARH
10774,1/20/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3380,2,3391,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
10775,1/20/2021,8:00 AM,Delhi,-,-,619723,10764,632821,DELHI
10776,1/20/2021,8:00 AM,Goa,-,-,50952,756,52570,GOA
10777,1/20/2021,8:00 AM,Gujarat,-,-,246516,4369,256852,GUJARAT
10778,1/20/2021,8:00 AM,Haryana,-,-,261751,2993,266581,HARYANA
10779,1/20/2021,8:00 AM,Himachal Pradesh,-,-,55468,967,57019,HIMACHAL PRADESH
10780,1/20/2021,8:00 AM,Jammu and Kashmir,-,-,120512,1923,123538,JAMMU AND KASHMIR
10781,1/20/2021,8:00 AM,Jharkhand,-,-,115683,1057,117887,JHARKHAND
10782,1/20/2021,8:00 AM,Karnataka,-,-,913012,12181,933077,KARNATAKA
10783,1/20/2021,8:00 AM,Kerala,-,-,783393,3506,857380,KERALA
10784,1/20/2021,8:00 AM,Lakshadweep,-,-,0,0,21,LAKSHADWEEP
10785,1/20/2021,8:00 AM,Ladakh,-,-,9454,129,9662,LADAKH
10786,1/20/2021,8:00 AM,Madhya Pradesh,-,-,242691,3763,252186,MADHYA PRADESH
10787,1/20/2021,8:00 AM,Maharashtra,-,-,1894839,50523,1994977,MAHARASHTRA
10788,1/20/2021,8:00 AM,Manipur,-,-,28298,367,28900,MANIPUR
10789,1/20/2021,8:00 AM,Meghalaya,-,-,13433,144,13710,MEGHALAYA
10790,1/20/2021,8:00 AM,Mizoram,-,-,4258,9,4334,MIZORAM
10791,1/20/2021,8:00 AM,Nagaland,-,-,11866,88,12066,NAGALAND
10792,1/20/2021,8:00 AM,Odisha,-,-,330051,1902,333566,ODISHA
10793,1/20/2021,8:00 AM,Puducherry,-,-,37766,643,38706,PUDUCHERRY
10794,1/20/2021,8:00 AM,Punjab,-,-,163009,5516,170937,PUNJAB
10795,1/20/2021,8:00 AM,Rajasthan,-,-,308547,2752,315603,RAJASTHAN
10796,1/20/2021,8:00 AM,Sikkim,-,-,5765,131,6052,SIKKIM
10797,1/20/2021,8:00 AM,Tamil Nadu,-,-,814098,12281,831866,TAMIL NADU
10798,1/20/2021,8:00 AM,Telengana,-,-,286893,1583,292395,TELENGANA
10799,1/20/2021,8:00 AM,Tripura,-,-,32907,391,33336,TRIPURA
10800,1/20/2021,8:00 AM,Uttarakhand,-,-,91428,1619,95039,UTTARAKHAND
10801,1/20/2021,8:00 AM,Uttar Pradesh,-,-,580482,8584,597238,UTTAR PRADESH
10802,1/20/2021,8:00 AM,West Bengal,-,-,549218,10074,566073,WEST BENGAL
10803,1/21/2021,8:00 AM,Andhra Pradesh,-,-,877639,7142,886418,ANDHRA PRADESH
10804,1/21/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4900,62,4991,ANDAMAN AND NICOBAR ISLANDS
10805,1/21/2021,8:00 AM,Arunachal Pradesh,-,-,16713,56,16815,ARUNACHAL PRADESH
10806,1/21/2021,8:00 AM,Assam,-,-,213179,1077,216919,ASSAM
10807,1/21/2021,8:00 AM,Bihar,-,-,253569,1464,258176,BIHAR
10808,1/21/2021,8:00 AM,Chandigarh,-,-,20122,330,20623,CHANDIGARH
10809,1/21/2021,8:00 AM,Chhattisgarh,-,-,285566,3585,294949,CHHATTISGARH
10810,1/21/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3380,2,3393,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
10811,1/21/2021,8:00 AM,Delhi,-,-,620128,10774,633049,DELHI
10812,1/21/2021,8:00 AM,Goa,-,-,51036,756,52657,GOA
10813,1/21/2021,8:00 AM,Gujarat,-,-,247223,4371,257342,GUJARAT
10814,1/21/2021,8:00 AM,Haryana,-,-,261955,2997,266686,HARYANA
10815,1/21/2021,8:00 AM,Himachal Pradesh,-,-,55540,967,57082,HIMACHAL PRADESH
10816,1/21/2021,8:00 AM,Jammu and Kashmir,-,-,120625,1923,123647,JAMMU AND KASHMIR
10817,1/21/2021,8:00 AM,Jharkhand,-,-,115853,1057,118012,JHARKHAND
10818,1/21/2021,8:00 AM,Karnataka,-,-,913677,12185,933578,KARNATAKA
10819,1/21/2021,8:00 AM,Kerala,-,-,790757,3524,864195,KERALA
10820,1/21/2021,8:00 AM,Lakshadweep,-,-,0,0,30,LAKSHADWEEP
10821,1/21/2021,8:00 AM,Ladakh,-,-,9463,129,9668,LADAKH
10822,1/21/2021,8:00 AM,Madhya Pradesh,-,-,243688,3770,252466,MADHYA PRADESH
10823,1/21/2021,8:00 AM,Maharashtra,-,-,1899428,50582,1997992,MAHARASHTRA
10824,1/21/2021,8:00 AM,Manipur,-,-,28308,367,28919,MANIPUR
10825,1/21/2021,8:00 AM,Meghalaya,-,-,13440,144,13717,MEGHALAYA
10826,1/21/2021,8:00 AM,Mizoram,-,-,4268,9,4346,MIZORAM
10827,1/21/2021,8:00 AM,Nagaland,-,-,11873,88,12067,NAGALAND
10828,1/21/2021,8:00 AM,Odisha,-,-,330321,1902,333723,ODISHA
10829,1/21/2021,8:00 AM,Puducherry,-,-,37798,643,38737,PUDUCHERRY
10830,1/21/2021,8:00 AM,Punjab,-,-,163211,5520,171136,PUNJAB
10831,1/21/2021,8:00 AM,Rajasthan,-,-,308985,2754,315816,RAJASTHAN
10832,1/21/2021,8:00 AM,Sikkim,-,-,5766,131,6057,SIKKIM
10833,1/21/2021,8:00 AM,Tamil Nadu,-,-,814811,12290,832415,TAMIL NADU
10834,1/21/2021,8:00 AM,Telengana,-,-,287117,1584,292621,TELENGANA
10835,1/21/2021,8:00 AM,Tripura,-,-,32911,391,33339,TRIPURA
10836,1/21/2021,8:00 AM,Uttarakhand,-,-,91565,1622,95192,UTTARAKHAND
10837,1/21/2021,8:00 AM,Uttar Pradesh,-,-,581164,8591,597628,UTTAR PRADESH
10838,1/21/2021,8:00 AM,West Bengal,-,-,549727,10080,566482,WEST BENGAL
10839,1/22/2021,8:00 AM,Andhra Pradesh,-,-,877893,7142,886557,ANDHRA PRADESH
10840,1/22/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4904,62,4991,ANDAMAN AND NICOBAR ISLANDS
10841,1/22/2021,8:00 AM,Arunachal Pradesh,-,-,16722,56,16816,ARUNACHAL PRADESH
10842,1/22/2021,8:00 AM,Assam,-,-,213295,1077,216940,ASSAM
10843,1/22/2021,8:00 AM,Bihar,-,-,254023,1468,258414,BIHAR
10844,1/22/2021,8:00 AM,Chandigarh,-,-,20162,331,20639,CHANDIGARH
10845,1/22/2021,8:00 AM,Chhattisgarh,-,-,286277,3594,295509,CHHATTISGARH
10846,1/22/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3381,2,3393,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
10847,1/22/2021,8:00 AM,Delhi,-,-,620374,10782,633276,DELHI
10848,1/22/2021,8:00 AM,Goa,-,-,51090,757,52712,GOA
10849,1/22/2021,8:00 AM,Gujarat,-,-,247950,4372,257813,GUJARAT
10850,1/22/2021,8:00 AM,Haryana,-,-,262140,3000,266819,HARYANA
10851,1/22/2021,8:00 AM,Himachal Pradesh,-,-,55595,970,57121,HIMACHAL PRADESH
10852,1/22/2021,8:00 AM,Jammu and Kashmir,-,-,120729,1924,123764,JAMMU AND KASHMIR
10853,1/22/2021,8:00 AM,Jharkhand,-,-,115989,1058,118079,JHARKHAND
10854,1/22/2021,8:00 AM,Karnataka,-,-,914492,12187,934252,KARNATAKA
10855,1/22/2021,8:00 AM,Kerala,-,-,796986,3545,870529,KERALA
10856,1/22/2021,8:00 AM,Lakshadweep,-,-,0,0,48,LAKSHADWEEP
10857,1/22/2021,8:00 AM,Ladakh,-,-,9471,129,9673,LADAKH
10858,1/22/2021,8:00 AM,Madhya Pradesh,-,-,244392,3776,252767,MADHYA PRADESH
10859,1/22/2021,8:00 AM,Maharashtra,-,-,1903408,50634,2000878,MAHARASHTRA
10860,1/22/2021,8:00 AM,Manipur,-,-,28351,367,28938,MANIPUR
10861,1/22/2021,8:00 AM,Meghalaya,-,-,13446,146,13721,MEGHALAYA
10862,1/22/2021,8:00 AM,Mizoram,-,-,4276,9,4349,MIZORAM
10863,1/22/2021,8:00 AM,Nagaland,-,-,11875,88,12070,NAGALAND
10864,1/22/2021,8:00 AM,Odisha,-,-,330545,1903,333866,ODISHA
10865,1/22/2021,8:00 AM,Puducherry,-,-,37830,643,38772,PUDUCHERRY
10866,1/22/2021,8:00 AM,Punjab,-,-,163438,5535,171316,PUNJAB
10867,1/22/2021,8:00 AM,Rajasthan,-,-,309391,2756,316081,RAJASTHAN
10868,1/22/2021,8:00 AM,Sikkim,-,-,5783,131,6062,SIKKIM
10869,1/22/2021,8:00 AM,Tamil Nadu,-,-,815516,12299,833011,TAMIL NADU
10870,1/22/2021,8:00 AM,Telengana,-,-,287468,1586,292835,TELENGANA
10871,1/22/2021,8:00 AM,Tripura,-,-,32911,391,33342,TRIPURA
10872,1/22/2021,8:00 AM,Uttarakhand,-,-,91852,1626,95354,UTTARAKHAND
10873,1/22/2021,8:00 AM,Uttar Pradesh,-,-,581509,8597,597823,UTTAR PRADESH
10874,1/22/2021,8:00 AM,West Bengal,-,-,550244,10089,566898,WEST BENGAL
10875,1/23/2021,8:00 AM,Andhra Pradesh,-,-,878060,7146,886694,ANDHRA PRADESH
10876,1/23/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4907,62,4992,ANDAMAN AND NICOBAR ISLANDS
10877,1/23/2021,8:00 AM,Arunachal Pradesh,-,-,16724,56,16817,ARUNACHAL PRADESH
10878,1/23/2021,8:00 AM,Assam,-,-,213398,1077,216957,ASSAM
10879,1/23/2021,8:00 AM,Bihar,-,-,254359,1472,258513,BIHAR
10880,1/23/2021,8:00 AM,Chandigarh,-,-,20195,332,20664,CHANDIGARH
10881,1/23/2021,8:00 AM,Chhattisgarh,-,-,287040,3601,295949,CHHATTISGARH
10882,1/23/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3382,2,3394,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
10883,1/23/2021,8:00 AM,Delhi,-,-,620693,10789,633542,DELHI
10884,1/23/2021,8:00 AM,Goa,-,-,51170,758,52782,GOA
10885,1/23/2021,8:00 AM,Gujarat,-,-,248650,4374,258264,GUJARAT
10886,1/23/2021,8:00 AM,Haryana,-,-,262349,3005,266939,HARYANA
10887,1/23/2021,8:00 AM,Himachal Pradesh,-,-,55676,970,57162,HIMACHAL PRADESH
10888,1/23/2021,8:00 AM,Jammu and Kashmir,-,-,120826,1928,123852,JAMMU AND KASHMIR
10889,1/23/2021,8:00 AM,Jharkhand,-,-,116116,1060,118154,JHARKHAND
10890,1/23/2021,8:00 AM,Karnataka,-,-,915382,12190,934576,KARNATAKA
10891,1/23/2021,8:00 AM,Kerala,-,-,803094,3564,877282,KERALA
10892,1/23/2021,8:00 AM,Lakshadweep,-,-,0,0,50,LAKSHADWEEP
10893,1/23/2021,8:00 AM,Ladakh,-,-,9476,129,9673,LADAKH
10894,1/23/2021,8:00 AM,Madhya Pradesh,-,-,244855,3780,253114,MADHYA PRADESH
10895,1/23/2021,8:00 AM,Maharashtra,-,-,1906827,50684,2003657,MAHARASHTRA
10896,1/23/2021,8:00 AM,Manipur,-,-,28387,369,28953,MANIPUR
10897,1/23/2021,8:00 AM,Meghalaya,-,-,13449,146,13723,MEGHALAYA
10898,1/23/2021,8:00 AM,Mizoram,-,-,4282,9,4349,MIZORAM
10899,1/23/2021,8:00 AM,Nagaland,-,-,11880,88,12072,NAGALAND
10900,1/23/2021,8:00 AM,Odisha,-,-,330757,1903,334020,ODISHA
10901,1/23/2021,8:00 AM,Puducherry,-,-,37857,643,38794,PUDUCHERRY
10902,1/23/2021,8:00 AM,Punjab,-,-,163655,5543,171522,PUNJAB
10903,1/23/2021,8:00 AM,Rajasthan,-,-,309807,2756,316282,RAJASTHAN
10904,1/23/2021,8:00 AM,Sikkim,-,-,5792,131,6063,SIKKIM
10905,1/23/2021,8:00 AM,Tamil Nadu,-,-,816205,12307,833585,TAMIL NADU
10906,1/23/2021,8:00 AM,Telengana,-,-,287899,1588,293056,TELENGANA
10907,1/23/2021,8:00 AM,Tripura,-,-,32919,391,33344,TRIPURA
10908,1/23/2021,8:00 AM,Uttarakhand,-,-,92040,1629,95464,UTTARAKHAND
10909,1/23/2021,8:00 AM,Uttar Pradesh,-,-,581993,8605,598126,UTTAR PRADESH
10910,1/23/2021,8:00 AM,West Bengal,-,-,550737,10097,567304,WEST BENGAL
10911,1/24/2021,8:00 AM,Andhra Pradesh,-,-,878232,7147,886852,ANDHRA PRADESH
10912,1/24/2021,8:00 AM,Andaman and Nicobar Islands,-,-,4907,62,4993,ANDAMAN AND NICOBAR ISLANDS
10913,1/24/2021,8:00 AM,Arunachal Pradesh,-,-,16725,56,16818,ARUNACHAL PRADESH
10914,1/24/2021,8:00 AM,Assam,-,-,213492,1077,216976,ASSAM
10915,1/24/2021,8:00 AM,Bihar,-,-,254563,1476,258638,BIHAR
10916,1/24/2021,8:00 AM,Chandigarh,-,-,20226,333,20686,CHANDIGARH
10917,1/24/2021,8:00 AM,Chhattisgarh,-,-,287677,3609,296326,CHHATTISGARH
10918,1/24/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3382,2,3394,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
10919,1/24/2021,8:00 AM,Delhi,-,-,621060,10799,633739,DELHI
10920,1/24/2021,8:00 AM,Goa,-,-,51233,761,52867,GOA
10921,1/24/2021,8:00 AM,Gujarat,-,-,249352,4375,258687,GUJARAT
10922,1/24/2021,8:00 AM,Haryana,-,-,262507,3009,267075,HARYANA
10923,1/24/2021,8:00 AM,Himachal Pradesh,-,-,55749,971,57189,HIMACHAL PRADESH
10924,1/24/2021,8:00 AM,Jammu and Kashmir,-,-,120914,1929,123946,JAMMU AND KASHMIR
10925,1/24/2021,8:00 AM,Jharkhand,-,-,116293,1061,118232,JHARKHAND
10926,1/24/2021,8:00 AM,Karnataka,-,-,915924,12193,935478,KARNATAKA
10927,1/24/2021,8:00 AM,Kerala,-,-,808377,3587,884242,KERALA
10928,1/24/2021,8:00 AM,Lakshadweep,-,-,0,0,57,LAKSHADWEEP
10929,1/24/2021,8:00 AM,Ladakh,-,-,9484,129,9675,LADAKH
10930,1/24/2021,8:00 AM,Madhya Pradesh,-,-,245309,3786,253405,MADHYA PRADESH
10931,1/24/2021,8:00 AM,Maharashtra,-,-,1910521,50740,2006354,MAHARASHTRA
10932,1/24/2021,8:00 AM,Manipur,-,-,28405,369,28970,MANIPUR
10933,1/24/2021,8:00 AM,Meghalaya,-,-,13459,146,13727,MEGHALAYA
10934,1/24/2021,8:00 AM,Mizoram,-,-,4284,9,4351,MIZORAM
10935,1/24/2021,8:00 AM,Nagaland,-,-,11884,88,12076,NAGALAND
10936,1/24/2021,8:00 AM,Odisha,-,-,330962,1904,334150,ODISHA
10937,1/24/2021,8:00 AM,Puducherry,-,-,37884,644,38830,PUDUCHERRY
10938,1/24/2021,8:00 AM,Punjab,-,-,163887,5553,171733,PUNJAB
10939,1/24/2021,8:00 AM,Rajasthan,-,-,310279,2758,316485,RAJASTHAN
10940,1/24/2021,8:00 AM,Sikkim,-,-,5802,132,6068,SIKKIM
10941,1/24/2021,8:00 AM,Tamil Nadu,-,-,816878,12309,834171,TAMIL NADU
10942,1/24/2021,8:00 AM,Telengana,-,-,288275,1589,293253,TELENGANA
10943,1/24/2021,8:00 AM,Tripura,-,-,32919,391,33345,TRIPURA
10944,1/24/2021,8:00 AM,Uttarakhand,-,-,92224,1629,95586,UTTARAKHAND
10945,1/24/2021,8:00 AM,Uttar Pradesh,-,-,582506,8609,598445,UTTAR PRADESH
10946,1/24/2021,8:00 AM,West Bengal,-,-,551211,10107,567714,WEST BENGAL
10947,1/25/2021,8:00 AM,Andhra Pradesh,-,-,878387,7147,887010,ANDHRA PRADESH
